Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09958382695913315,0.10001677609169886,0.09958382695913315,0.09958382695913315,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09482138921152825,0.09482138921152825,0.0943884402513504,0.0943884402513504,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08789347598500176,0.08789347598500176,0.08746053278446198,0.08746053278446198,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.089625284075737,0.0900582331717168,0.089625284075737,0.089625284075737,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09222373366355896,0.0926566769408907,0.09222373366355896,0.09222373366355896,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09785203635692598,0.09828498546456568,0.09785203635692598,0.09785203635692596,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10261441767215727,0.1030481412592605,0.10261441767215727,0.10261441767215729,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10694467276334763,0.10737762182371759,0.10694467276334763,0.10694467276334763,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11257299035787581,0.1130059394739914,0.11257299035787581,0.11257299035787582,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12296444922685625,0.12339739825432028,0.12296444922685625,0.12296444922685623,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1246962621808052,0.1251292113068948,0.1246962621808052,0.1246962621808052,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12209859418495178,0.12209859418495178,0.12166565656661987,0.12166565656661987,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11863505441379145,0.11863505441379145,0.1182021051645279,0.1182021051645279,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11950085312128066,0.12036675098050158,0.11950085312128066,0.11950085312128067,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11733613070232711,0.11733613070232711,0.11690319329500198,0.11690319329500198,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11214001800614792,0.11214001800614792,0.11170706897974016,0.11170706897974014,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10737762182371759,0.10737762182371759,0.10694467276334763,0.10694467276334763,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10521288129460009,0.10521288129460009,0.10477994382381439,0.10477994382381439,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1104082241654396,0.1108411731553917,0.1104082241654396,0.1104082241654396,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.11040821145764097,0.11040821145764097,0.10954232513904572,0.10954232513904572,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10607882933953318,0.10607882933953318,0.10564588010311127,0.10564588010311127,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10607874393463135,0.1065116928224824,0.10607874393463135,0.10607874393463135,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10824351757764816,0.10910940411780622,0.10824351757764816,0.10824351757764816,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10781060500153712,0.10781060500153712,0.10737765580415724,0.10737765580415726,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11387179046869278,0.11430473944916603,0.11387179046869278,0.11387179046869278,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1108411731553917,0.1108411731553917,0.1104082241654396,0.1104082241654396,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11257299035787581,0.11343887702845676,0.11257299035787581,0.11257299035787582,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11387179046869278,0.11473768842963929,0.11387179046869278,0.11387179046869278,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11387178619442771,0.11430473515864989,0.11343883723020554,0.11343883723020554,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11214001800614792,0.11214001800614792,0.11170706897974016,0.11170706897974014,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11170710139929457,0.11170710139929457,0.11084121465682983,0.11084121465682983,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10781060500153712,0.10781060500153712,0.10737765580415724,0.10737765580415726,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10391398819747781,0.10391398819747781,0.10348103940486908,0.10348103940486908,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.0987179345722054,0.0987179345722054,0.09785203635692598,0.09785203635692596,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.0926566769408907,0.0926566769408907,0.09222373366355896,0.09222373366355896,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09568728506565094,0.09612022826181266,0.09568728506565094,0.09568728506565094,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.0991508960723877,0.09958383367248885,0.0991508960723877,0.0991508960723877,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.0991508960723877,0.10001678283424145,0.0991508960723877,0.0991508960723877,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09958382695913315,0.10001677609169886,0.09958382695913315,0.09958382695913315,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09525433239088306,0.09525433239088306,0.0943884402513504,0.0943884402513504,16755200,0.0,0.0
